"url","text"
"https://www.facebook.com/reel/1538357707903668/","Science meets techno! 🎵 On the 10th of April (from 22 till 02), Molecular Jungle will host it’s second event at Jungle Amsterdam. Get ready to dance to molecular visuals from 90 up to 180 BPM (from electronic to pop songs). Link in bio to sign up 🔗 #techno #science #dance"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid0FsziV7t79Kd3XtUquUNbfCQdfRz8MyNfA3GZEnwPUoe3Y37rRhQtrJXbacpL9jYUl","Golden hours at Roeterseiland 💛

📷 by @rapidheartbeats"
"https://www.facebook.com/reel/1990776578453396/","Wat als vrede méér is dan alleen géén oorlog? Ontdek waarom ons beeld niet compleet is en wat positieve vs. negatieve vrede betekent ➡️ lees verder op de themapagina via link in bio 🔗 #universityofamsterdam #vrede #onderzoek"
"https://www.facebook.com/reel/1586481792565908/","Nikki Dekker is conducting research into polarization among young people as a PhD candidate. Using an interdisciplinary approach drawing on Educational Sciences, Communication Science, and Psychology, she analyzes the political views of young people. In this video, she shares her analysis on why the manosphere is so successful among boys and young men."
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid02bjhZhjfMcHPRMWAVXszPfZ8cuwLeh9e3TxLKiQnXPUdVoqTkGyaNFmQuFaTtD5Ml","Vrijplaats voor Verschil is een initiatief dat ruimte wil creëren voor meerstemmigheid en wederzijds begrip binnen de universitaire gemeenschap. Door studenten op een laagdrempelige manier met elkaar in gesprek te brengen, wil het platform delen hoe je het fundamenteel met elkaar oneens kan zijn en toch met elkaar in gesprek blijft. 

Deze bredere beweging aan de UvA is opgezet door studentassessor Willem Volker in samenwerking met betrokken studenten. Wil jij er bij zijn op 30 maart? Schrijf je dan snel in via de link in bio -er zijn een beperkt aantal plekken."
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid0FSYprfPWzozst9Eu8X6Mcjs9rd8kbBDwrFZQ2D1acB6KbDakTebUPZ9Armjyf7EPl","From bold colours to all-black basics, every outfit has a story. In this series, we ask students walking around our campuse to share theirs in one line. This time, because it’s exam week, we went to the @uva_library premises 📚

Where should we go next? Let us know in the comments below 👇"
"https://www.facebook.com/reel/1642812373702651/","🐦🎵 The birds behind the sounds of spring

Spring has started and the birds are singing! But, which birds do we hear, exactly? And why do they start singing in the first place?

According to bird expert Joris Buis the common chiff-chaff is one of the first birds you can hear, starting in February and recognizable by its song: “chiff-chaff chiff-chaff” 🎶

Another one: the great tit (koolmees). And his song sounds like ‘a tiny pump’: two high notes that rhythmically go up and down, ‘tee-too tee-too’.

His? Yes, in the Netherlands and in Europe it’s mainly male birds who sing. Their goal:
🔹 Attracting females
🔹 Scaring away other males

Fun fact: singing is so important to male songbirds, that their brains (mainly the part responsible for their vocals) and even their balls significantly grow. The latter can even become 10 times its original size 🤯

Which birds have you spotted already the last few days?

#springtime #birds #amsterdam"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid0CUS9ZFvhtNF9fbtS1eaK6GcnAhL4HtVPK129FdwbK9bTviz9BJqL4gnuZToq1e8hl","Sending you all the luck this UvA exam week. You’ve got this."
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid02B9SWePaXnvS71SbgQwBqY7sLAqgi2iM9KbunKGDcWJ3PaBsrrqSSrkR9esSFYcYal","exam week energy  

are we all living the same lives  

credits by slide:  
4 @drjasonphd 
5 @aca.memia  
6 @aca.memia 
9 @veesvideodiary 
All other slides are original"
"https://www.facebook.com/reel/1450121306663493/","We’re reposting this one because tomorrow it’s time to vote 🗳️ and we want you to walk into that voting booth feeling confident.

Thinking of asking ChatGPT who to vote for? We’d recommend watching this video first 👀 Spoiler: we’re not big fans of that idea 🤖❌

Instead, use one of these reliable voting guides:

🔵 StemWijzer (VoteMatch) by ProDemos, the institute for democracy and the rule of law 
🧭 Kieskompas (Election Compass) an independent research institute with academic roots 
📰 Stemchecker by de Volkskrant 
✅ Check je stem (Check Your Vote) based on previous motions in the Dutch parliament 
📋 Kieswijzer, produced by the parliamentary editorial teams of AD and Nu.nl (DPG Media)

And don’t forget to vote in the local council elections tomorrow, Wednesday, 18 March! Not just people with Dutch passports can vote in the municipal elections so check if you’re eligible online or check our video from a few days ago.

Would you use AI to help you decide who to vote for? 🤖"
"https://www.facebook.com/reel/1477487807339118/","In this video, political scientist Zahra Runderkamp explains the reasons why women are underrepresented in local politics and why this is a problem. 

Zahra is the leading expert in the field of representation of women and ethnic minorities in politics and their representation in the media in the Netherlands. She defended her thesis titled ‘Personal institutions, political lives. Diversity without inclusion in Dutch politics’ at our university last summer. Yesterday, she won the Dutch Woman in Media award 2025. 

Tomorrow, the city council elections take place and you can let your voice be heard at polling stations all around the city (also on our campuses). You can vote for the city council if all of these apply to you:

🗳️ You are 18 years or older.
🗳️ You are registered as a resident of Amsterdam.
🗳️ You are an EU citizen, or you have been registered in the Netherlands without interruption for at least 5 years.

Another way to find out if you’re eligible to vote, is to check whether you’ve received a voting pass in your mail. 🗳️"
"https://www.facebook.com/UniversityofAmsterdam/posts/pfbid0K9usBZNBaeZcDEANUgB21yjhiyuKbtM6UdVUzcd8krrAxncN1F24mPPNuk63fdTGl","Meet future UvA students! 🫶 During the Open Campus Day last Friday, we asked them to make a Polaroid and share their thoughts about studying in Amsterdam, uni life and the study programmes they’re interested in. Thanks everyone and hopefully we’ll see you next year! 🙌"
"https://www.facebook.com/reel/1700125684304613/","Say hi to all (possible) future UvA students! 🙌🎓"
